Institución;Solicitud;Estado actual;Fecha de creación;Fecha de vencimiento
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-243-2019;Entregada en plazo;30 de Mayo de 2019 a las 10:41;13 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-821-2019;Entregada en plazo;30 de Mayo de 2019 a las 10:50;13 de Junio de 2019
Procuraduria General de la Republica (PGR);SOL-PGR-81-2019;Entregada en plazo;30 de Mayo de 2019 a las 11:05;13 de Junio de 2019
Instituto Nacional de Migracion;SOL-INM-96-2019;Entregada en plazo;30 de Mayo de 2019 a las 12:04;13 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-377-2019;No respondida;30 de Mayo de 2019 a las 13:21;13 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-376-2019;Entregada en plazo;30 de Mayo de 2019 a las 13:32;13 de Junio de 2019
Instituto Hondureno Del Transporte Terreste (IHTT);SOL-IHTT-21-2019;No respondida;30 de Mayo de 2019 a las 13:33;13 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1124-2019;Entregada en plazo;30 de Mayo de 2019 a las 15:27;13 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-375-2019;Entregada fuera de plazo;30 de Mayo de 2019 a las 17:20;13 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-376-2019;Entregada fuera de plazo;30 de Mayo de 2019 a las 17:27;13 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1125-2019;Entregada en plazo;30 de Mayo de 2019 a las 20:17;27 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-521-2019;Entregada en plazo;30 de Mayo de 2019 a las 21:22;13 de Junio de 2019
Servicio de Administracion de Rentas (SAR);SOL-SAR-152-2019;Entregada en plazo;31 de Mayo de 2019 a las 07:06;28 de Junio de 2019
Servicio Nacional de Sanidad e Inocuidad Agroalimentaria (SENASA);SOL-SENASA-48-2019;Entregada en plazo;31 de Mayo de 2019 a las 10:51;26 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-219-2019;Entregada en plazo;31 de Mayo de 2019 a las 10:56;14 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1126-2019;Entregada en plazo;31 de Mayo de 2019 a las 12:02;14 de Junio de 2019
Instituto Nacional de Migracion;SOL-INM-97-2019;Entregada en plazo;31 de Mayo de 2019 a las 16:23;14 de Junio de 2019
Sistema Aduanero Y Operadores de Comercio (COPRISAO);SOL-COPRISAO-52-2019;Entregada en plazo;31 de Mayo de 2019 a las 17:05;28 de Junio de 2019
Procuraduria General de la Republica (PGR);SOL-PGR-82-2019;Entregada en plazo;31 de Mayo de 2019 a las 19:11;14 de Junio de 2019
Secretaria de Trabajo y Seguridad Social (STSS);SOL-STSS-114-2019;No respondida;31 de Mayo de 2019 a las 19:53;14 de Junio de 2019
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-125-2019;Entregada en plazo;31 de Mayo de 2019 a las 20:14;14 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-377-2019;Entregada en plazo;1 de Junio de 2019 a las 03:49;14 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1127-2019;Entregada en plazo;1 de Junio de 2019 a las 08:23;19 de Julio de 2019
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-364-2019;Entregada en plazo;1 de Junio de 2019 a las 11:38;14 de Junio de 2019
Congreso Nacional;SOL-CN-329-2019;No respondida;1 de Junio de 2019 a las 11:39;14 de Junio de 2019
Consejo Nacional Supervisor de Cooperativas (CONSUCOOP);SOL-CONSUCOOP-35-2019;No respondida;1 de Junio de 2019 a las 16:36;14 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-378-2019;Entregada en plazo;1 de Junio de 2019 a las 19:27;11 de Julio de 2019
Congreso Nacional;SOL-CN-330-2019;No respondida;2 de Junio de 2019 a las 15:59;14 de Junio de 2019
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-64-2019;No respondida;2 de Junio de 2019 a las 16:59;14 de Junio de 2019
Comision para la Promocion de la Alianza Publico-Privada (COALIANZA);SOL-COALIANZA-59-2019;No respondida;2 de Junio de 2019 a las 18:54;14 de Junio de 2019
Superintendencia de Alianza Publico Privado (SAPP);SOL-SAPP-42-2019;Entregada en plazo;2 de Junio de 2019 a las 18:59;14 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-220-2019;Entregada fuera de plazo;2 de Junio de 2019 a las 19:06;14 de Junio de 2019
Tribunal Superior de Cuentas (TSC);SOL-TSC-140-2019;Entregada en plazo;2 de Junio de 2019 a las 22:21;14 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-221-2019;Entregada fuera de plazo;2 de Junio de 2019 a las 23:10;14 de Junio de 2019
Alcaldia Municipal de La Ceiba;SOL-AMLCB-35-2019;Entregada en plazo;2 de Junio de 2019 a las 23:22;14 de Junio de 2019
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-65-2019;No respondida;2 de Junio de 2019 a las 23:37;14 de Junio de 2019
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-77-2019;No respondida;3 de Junio de 2019 a las 09:57;17 de Junio de 2019
Secretaria de Salud;SOL-SDS-1193-2019;Entregada en plazo;3 de Junio de 2019 a las 10:00;17 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-244-2019;Entregada en plazo;3 de Junio de 2019 a las 10:01;17 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-245-2019;Entregada en plazo;3 de Junio de 2019 a las 10:06;17 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-822-2019;Entregada en plazo;3 de Junio de 2019 a las 10:23;17 de Junio de 2019
Secretaria de Salud;SOL-SDS-1194-2019;Entregada en plazo;3 de Junio de 2019 a las 10:34;17 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-246-2019;Entregada en plazo;3 de Junio de 2019 a las 10:43;17 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-823-2019;Entregada en plazo;3 de Junio de 2019 a las 10:54;17 de Junio de 2019
Oficina Administradora de Bienes Incautados (OABI);SOL-OABI-45-2019;No respondida;3 de Junio de 2019 a las 12:07;17 de Junio de 2019
Instituto de Credito Educativo (EDUCREDITO);SOL-EDUCREDITO-19-2019;No respondida;3 de Junio de 2019 a las 12:52;17 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-205-2019;Entregada en plazo;3 de Junio de 2019 a las 13:00;17 de Junio de 2019
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-110-2019;Entregada en plazo;3 de Junio de 2019 a las 13:43;17 de Junio de 2019
Sistema Nacional de Emergencia (911);SOL-SNE-13-2019;Entregada fuera de plazo;3 de Junio de 2019 a las 14:09;17 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-206-2019;Entregada fuera de plazo;3 de Junio de 2019 a las 14:19;26 de Junio de 2019
Ministerio Publico (MP);SOL-MP-443-2019;Entregada en plazo;3 de Junio de 2019 a las 14:25;17 de Junio de 2019
Instituto Nacional de Migracion;SOL-INM-98-2019;Entregada en plazo;3 de Junio de 2019 a las 14:38;17 de Junio de 2019
Secretaria de Salud;SOL-SDS-1195-2019;Entregada en plazo;3 de Junio de 2019 a las 14:47;17 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-377-2019;Entregada fuera de plazo;3 de Junio de 2019 a las 14:59;17 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-222-2019;Entregada fuera de plazo;3 de Junio de 2019 a las 15:55;17 de Junio de 2019
Instituto Nacional de Estadistica (INE);SOL-INE-108-2019;Entregada en plazo;3 de Junio de 2019 a las 16:13;17 de Junio de 2019
Suplidora Nacional de Productos Basicos (BANASUPRO);SOL-BANASUPRO-10-2019;Entregada en plazo;3 de Junio de 2019 a las 16:16;17 de Junio de 2019
Servicio Nacional de Sanidad e Inocuidad Agroalimentaria (SENASA);SOL-SENASA-49-2019;Entregada en plazo;3 de Junio de 2019 a las 16:26;25 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-522-2019;Entregada en plazo;3 de Junio de 2019 a las 16:29;17 de Junio de 2019
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-232-2019;Entregada en plazo;3 de Junio de 2019 a las 17:50;17 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-378-2019;No respondida;3 de Junio de 2019 a las 21:52;17 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1854-2019;Entregada fuera de plazo;4 de Junio de 2019 a las 08:28;18 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-378-2019;Entregada fuera de plazo;4 de Junio de 2019 a las 09:50;2 de Julio de 2019
Secretaria de Salud;SOL-SDS-1196-2019;Entregada en plazo;4 de Junio de 2019 a las 10:22;18 de Junio de 2019
Instituto Nacional Penitenciario (INP);SOL-INP-35-2019;No respondida;4 de Junio de 2019 a las 10:42;18 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-207-2019;Entregada en plazo;4 de Junio de 2019 a las 10:52;18 de Junio de 2019
Comite Tecnico de Fideicomiso de la Tasa de Seguridad (CTF);SOL-CTF-18-2019;No respondida;4 de Junio de 2019 a las 11:19;18 de Junio de 2019
Direccion de Bienes del Estado;SOL-DNBE-8-2019;Entregada en plazo;4 de Junio de 2019 a las 15:21;18 de Junio de 2019
Registro Nacional de las Personas (RNP);SOL-RNP-93-2019;Entregada en plazo;4 de Junio de 2019 a las 15:35;2 de Julio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-223-2019;Entregada fuera de plazo;4 de Junio de 2019 a las 15:54;18 de Junio de 2019
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-75-2019;Entregada en plazo;4 de Junio de 2019 a las 16:05;18 de Junio de 2019
Alcaldia Municipal de Cedros;SOL-CEDROS-8-2019;No respondida;4 de Junio de 2019 a las 18:03;18 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1855-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 09:03;19 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1856-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 09:13;19 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-247-2019;Entregada en plazo;5 de Junio de 2019 a las 09:14;19 de Junio de 2019
Banco Central de Honduras (BCH);SOL-BCH-104-2019;No respondida;5 de Junio de 2019 a las 09:18;19 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1857-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 09:21;19 de Junio de 2019
Comision Nacional de Vivienda y Asentamiento Humanos (CONVIVIENDA);SOL-CONVIVIENDA-19-2019;No respondida;5 de Junio de 2019 a las 09:25;19 de Junio de 2019
Instituto Nacional Penitenciario (INP);SOL-INP-36-2019;No respondida;5 de Junio de 2019 a las 09:34;19 de Junio de 2019
Comision Reguladora de Energia Electrica (CREE);SOL-CREE-37-2019;Entregada en plazo;5 de Junio de 2019 a las 12:03;3 de Julio de 2019
Secretaria de Salud;SOL-SDS-1197-2019;Entregada en plazo;5 de Junio de 2019 a las 12:05;19 de Junio de 2019
Hospital Escuela Universitario (HEU);SOL-HEU-75-2019;Entregada en plazo;5 de Junio de 2019 a las 13:03;19 de Junio de 2019
Ministerio Publico (MP);SOL-MP-444-2019;Entregada en plazo;5 de Junio de 2019 a las 13:09;19 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1128-2019;Entregada en plazo;5 de Junio de 2019 a las 13:20;19 de Junio de 2019
Comisionado Nacional de los Derechos Humanos (CONADEH);SOL-CONADEH-70-2019;No respondida;5 de Junio de 2019 a las 13:22;19 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1129-2019;Entregada en plazo;5 de Junio de 2019 a las 13:25;19 de Junio de 2019
Ministerio Publico (MP);SOL-MP-445-2019;Entregada en plazo;5 de Junio de 2019 a las 13:27;19 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1130-2019;Entregada en plazo;5 de Junio de 2019 a las 13:39;19 de Junio de 2019
Ministerio Publico (MP);SOL-MP-446-2019;Entregada en plazo;5 de Junio de 2019 a las 13:41;19 de Junio de 2019
Secretaria de Salud;SOL-SDS-1198-2019;Entregada en plazo;5 de Junio de 2019 a las 13:49;19 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1131-2019;Entregada en plazo;5 de Junio de 2019 a las 14:07;19 de Junio de 2019
Ministerio Publico (MP);SOL-MP-447-2019;Entregada en plazo;5 de Junio de 2019 a las 14:22;19 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-726-2019;No respondida;5 de Junio de 2019 a las 14:26;19 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-248-2019;Entregada en plazo;5 de Junio de 2019 a las 14:30;2 de Julio de 2019
Secretaria de Salud;SOL-SDS-1199-2019;Entregada en plazo;5 de Junio de 2019 a las 14:32;19 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-379-2019;Entregada en plazo;5 de Junio de 2019 a las 14:33;19 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-208-2019;Entregada en plazo;5 de Junio de 2019 a las 14:34;19 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-824-2019;Entregada en plazo;5 de Junio de 2019 a las 14:38;19 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-825-2019;Entregada en plazo;5 de Junio de 2019 a las 14:44;19 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-249-2019;Entregada en plazo;5 de Junio de 2019 a las 14:45;19 de Junio de 2019
Secretaria de Derechos Humanos;SOL-SCTDH-35-2019;Entregada en plazo;5 de Junio de 2019 a las 14:49;19 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-250-2019;Entregada en plazo;5 de Junio de 2019 a las 15:12;19 de Junio de 2019
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-99-2019;Entregada en plazo;5 de Junio de 2019 a las 15:15;19 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-251-2019;Entregada en plazo;5 de Junio de 2019 a las 15:22;19 de Junio de 2019
Secretaria de Recursos Naturales y Ambiente (MiAmbiente+);SOL-MIAMBIENTE-129-2019;No respondida;5 de Junio de 2019 a las 16:03;19 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-380-2019;Entregada en plazo;5 de Junio de 2019 a las 16:10;19 de Junio de 2019
Alcaldia Municipal de Guarita;SOL-GUARITA-4-2019;Entregada en plazo;5 de Junio de 2019 a las 16:56;19 de Junio de 2019
Empresa Nacional Portuaria (ENP);SOL-ENP-91-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 16:56;19 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1858-2019;Entregada en plazo;5 de Junio de 2019 a las 17:08;19 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1859-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 17:11;19 de Junio de 2019
Comision Reguladora de Energia Electrica (CREE);SOL-CREE-38-2019;Entregada en plazo;5 de Junio de 2019 a las 18:31;3 de Julio de 2019
Secretaria de Educacion;SOL-SDE-1860-2019;Entregada en plazo;5 de Junio de 2019 a las 22:06;19 de Junio de 2019
Instituto Nacional de Estadistica (INE);SOL-INE-109-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 22:36;19 de Junio de 2019
Instituto Nacional de Estadistica (INE);SOL-INE-110-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 22:47;19 de Junio de 2019
Secretaria de Salud;SOL-SDS-1200-2019;Entregada en plazo;5 de Junio de 2019 a las 23:07;3 de Julio de 2019
Secretaria de Educacion;SOL-SDE-1861-2019;Entregada fuera de plazo;5 de Junio de 2019 a las 23:12;19 de Junio de 2019
Consejo Nacional Supervisor de Cooperativas (CONSUCOOP);SOL-CONSUCOOP-36-2019;No respondida;5 de Junio de 2019 a las 23:20;19 de Junio de 2019
Hospital Escuela Universitario (HEU);SOL-HEU-76-2019;Entregada en plazo;5 de Junio de 2019 a las 23:22;4 de Julio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-252-2019;Entregada en plazo;5 de Junio de 2019 a las 23:28;2 de Julio de 2019
Direccion Nacional Programa Ciudad Mujer;SOL-DNPCM-9-2019;No respondida;5 de Junio de 2019 a las 23:34;19 de Junio de 2019
Secretaria de Salud;SOL-SDS-1201-2019;Entregada en plazo;6 de Junio de 2019 a las 08:27;4 de Julio de 2019
Alcaldia Municipal de Virginia;SOL-ALMVG-3-2019;No respondida;6 de Junio de 2019 a las 08:32;20 de Junio de 2019
Alcaldia Municipal de Tambla;SOL-TAMBLA-3-2019;Entregada en plazo;6 de Junio de 2019 a las 08:37;20 de Junio de 2019
Alcaldia Municipal de Valladolid (Lempira);SOL-ALMVLL-5-2019;No respondida;6 de Junio de 2019 a las 10:14;20 de Junio de 2019
Comision Reguladora de Energia Electrica (CREE);SOL-CREE-39-2019;Entregada en plazo;6 de Junio de 2019 a las 10:18;4 de Julio de 2019
Alcaldia Municipal de San Marcos (Ocotepeque);SOL-AMLMC-3-2019;No respondida;6 de Junio de 2019 a las 10:26;20 de Junio de 2019
Empresa Nacional Portuaria (ENP);SOL-ENP-92-2019;Entregada fuera de plazo;6 de Junio de 2019 a las 10:40;20 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-224-2019;Entregada fuera de plazo;6 de Junio de 2019 a las 11:30;20 de Junio de 2019
Empresa Nacional Portuaria (ENP);SOL-ENP-93-2019;Entregada fuera de plazo;6 de Junio de 2019 a las 11:45;20 de Junio de 2019
Colegio de Abogados de Honduras;SOL-CAH-67-2019;Entregada en plazo;6 de Junio de 2019 a las 14:15;20 de Junio de 2019
Alcaldia Municipal de Santa Rosa de Copan;SOL-AMSRC-16-2019;Entregada en plazo;6 de Junio de 2019 a las 14:41;20 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-381-2019;Entregada fuera de plazo;6 de Junio de 2019 a las 14:47;20 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1132-2019;Entregada en plazo;6 de Junio de 2019 a las 15:35;20 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1862-2019;Entregada fuera de plazo;6 de Junio de 2019 a las 16:38;20 de Junio de 2019
Comision Reguladora de Energia Electrica (CREE);SOL-CREE-40-2019;Entregada en plazo;6 de Junio de 2019 a las 16:46;4 de Julio de 2019
Instituto Nacional de Migracion;SOL-INM-99-2019;Entregada en plazo;6 de Junio de 2019 a las 16:58;20 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-209-2019;Entregada en plazo;6 de Junio de 2019 a las 16:59;20 de Junio de 2019
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-233-2019;Entregada en plazo;6 de Junio de 2019 a las 17:20;20 de Junio de 2019
Secretaria de Salud;SOL-SDS-1202-2019;Entregada en plazo;6 de Junio de 2019 a las 23:05;4 de Julio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-253-2019;Entregada en plazo;6 de Junio de 2019 a las 23:17;2 de Julio de 2019
Congreso Nacional;SOL-CN-331-2019;No respondida;7 de Junio de 2019 a las 09:18;21 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-382-2019;Entregada fuera de plazo;7 de Junio de 2019 a las 11:36;21 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-727-2019;No respondida;7 de Junio de 2019 a las 11:49;21 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-728-2019;No respondida;7 de Junio de 2019 a las 16:10;21 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-729-2019;No respondida;7 de Junio de 2019 a las 16:14;21 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-523-2019;Entregada fuera de plazo;8 de Junio de 2019 a las 07:12;21 de Junio de 2019
Procuraduria General de la Republica (PGR);SOL-PGR-83-2019;Entregada en plazo;8 de Junio de 2019 a las 10:34;21 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1133-2019;Entregada en plazo;9 de Junio de 2019 a las 10:25;21 de Junio de 2019
Instituto de la Propiedad (IP);SOL-IP-169-2019;Entregada en plazo;9 de Junio de 2019 a las 19:37;21 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-379-2019;No respondida;10 de Junio de 2019 a las 08:32;24 de Junio de 2019
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-365-2019;Entregada en plazo;10 de Junio de 2019 a las 08:34;24 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-524-2019;Entregada en plazo;10 de Junio de 2019 a las 08:58;24 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1863-2019;Entregada en plazo;10 de Junio de 2019 a las 09:19;24 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-391-2019;No respondida;10 de Junio de 2019 a las 10:02;24 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-392-2019;No respondida;10 de Junio de 2019 a las 10:05;24 de Junio de 2019
Secretaria de Salud;SOL-SDS-1203-2019;Entregada en plazo;10 de Junio de 2019 a las 10:07;8 de Julio de 2019
Servicio de Administracion de Rentas (SAR);SOL-SAR-153-2019;Entregada en plazo;10 de Junio de 2019 a las 10:32;24 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-730-2019;No respondida;10 de Junio de 2019 a las 11:19;24 de Junio de 2019
Fondo Hondureno de Inversion Social (FHIS);SOL-FHIS-28-2019;Entregada en plazo;10 de Junio de 2019 a las 12:24;24 de Junio de 2019
Cuenta del Desafio del Milenio Honduras (MCA-Honduras);SOL-MCA-HONDURAS-33-2019;Entregada en plazo;10 de Junio de 2019 a las 13:41;24 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1134-2019;Entregada en plazo;10 de Junio de 2019 a las 13:57;24 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-826-2019;Entregada en plazo;10 de Junio de 2019 a las 14:20;24 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1864-2019;Entregada en plazo;10 de Junio de 2019 a las 15:08;24 de Junio de 2019
